OverallStatus,HealthyVolunteers,DurationDays,Phase,Gender,DesignPrimaryPurpose,DesignInterventionModel,DesignAllocation,EnrollmentCount,ArmNumber,AgeGroups,AdverseEffectsorDeath
Completed,Accept,relatively_shortLen,Phase 3,All,Prevention,Parallel Assignment,Randomized,largeEnrol,3,infants,highAD
Completed,Accept,relatively_shortLen,Phase 3,All,Prevention,Parallel Assignment,Randomized,median_Enrol,3,infants,highAD
Completed,Accept,relatively_shortLen,Phase 3,All,Prevention,Parallel Assignment,Randomized,largeEnrol,2,infants,highAD
Completed,Accept,shortLen,Phase 1,All,Treatment,Single Group Assignment,Non-Randomized,smallEnrol,1,adults,noAD
Completed,Accept,relatively_shortLen,Phase 3,All,Prevention,Parallel Assignment,Non-Randomized,largeEnrol,4,infants,highAD
Completed,Accept,relatively_shortLen,Phase 3,All,Prevention,Parallel Assignment,Randomized,largeEnrol,4,infants,highAD
Completed,Accept,relatively_shortLen,Phase 3,All,Prevention,Parallel Assignment,Randomized,largeEnrol,3,infants,highAD
Completed,Accept,relatively_shortLen,Phase 3,All,Prevention,Parallel Assignment,Randomized,relatively_smallEnrol,2,infants,highAD
Completed,Accept,relatively_shortLen,Phase 2,All,Prevention,Parallel Assignment,Randomized,median_Enrol,8,infants,highAD
Completed,Accept,shortLen,Not Applicable,Male,Screening,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-childTeen,noAD
Completed,Accept,relatively_shortLen,Phase 2,All,Prevention,Parallel Assignment,Non-Randomized,relatively_smallEnrol,4,adults-childTeen,noAD
Completed,Accept,relatively_shortLen,Phase 2,All,Prevention,Parallel Assignment,Non-Randomized,relatively_smallEnrol,4,childTeen,noAD
Completed,Accept,relatively_shortLen,Phase 3,All,Prevention,Parallel Assignment,Randomized,very_largeEnrol,8,infants,highAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-childTeen,highAD
"Active, not recruiting",Accept,relatively_shortLen,Phase 2,All,Prevention,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-adults,highAD
Completed,Accept,relatively_shortLen,Phase 2,All,Prevention,Parallel Assignment,Randomized,median_Enrol,2,elderly-adults,medianAD
Completed,Accept,relatively_shortLen,Phase 1,All,Prevention,Parallel Assignment,Randomized,smallEnrol,2,adults,highAD
Completed,No,relatively_shortLen,Phase 4,All,Other,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,noAD
Completed,Accept,relatively_shortLen,Phase 1|Phase 2,All,Prevention,Parallel Assignment,Randomized,median_Enrol,6,adults-infants,highAD
Completed,No,relatively_shortLen,Phase 3,All,Prevention,Parallel Assignment,Randomized,relatively_smallEnrol,2,childTeen-infants,very_highAD
Completed,Accept,relatively_shortLen,Not Applicable,All,Other,Parallel Assignment,Randomized,median_Enrol,3,elderly-childTeen,very_highAD
Completed,Accept,relatively_shortLen,Phase 3,All,Prevention,Parallel Assignment,Randomized,very_largeEnrol,3,infants,highAD
Completed,No,relatively_shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,smallEnrol,3,elderly-adults,highAD
Completed,No,shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,2,allAges,noAD
Completed,No,medianLen,Not Applicable,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-adults,highAD
Completed,No,longLen,Not Applicable,All,Other,Parallel Assignment,Randomized,relatively_smallEnrol,1,elderly-adults,noAD
Completed,No,shortLen,Not Applicable,All,Screening,Single Group Assignment,SingleArmNA,median_Enrol,1,adults-childTeen,noAD
Completed,No,medianLen,Phase 4,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,3,elderly-adults,highAD
Terminated,No,relatively_shortLen,Phase 4,All,Diagnostic,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-childTeen,noAD
Completed,Accept,relatively_shortLen,Phase 3,All,Prevention,Parallel Assignment,Randomized,median_Enrol,5,infants,highAD
Completed,Accept,shortLen,Phase 3,All,Prevention,Parallel Assignment,Randomized,relatively_smallEnrol,2,infants,highAD
Completed,Accept,shortLen,Phase 3,All,Prevention,Parallel Assignment,Randomized,median_Enrol,4,infants,highAD
Completed,Accept,relatively_shortLen,Phase 3,All,Prevention,Parallel Assignment,Non-Randomized,relatively_smallEnrol,2,infants,highAD
Completed,Accept,shortLen,Phase 3,All,Prevention,Single Group Assignment,Non-Randomized,relatively_smallEnrol,3,infants,highAD
Terminated,No,relatively_shortLen,Not Applicable,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,very_highAD
Completed,Accept,longLen,Phase 2,All,Diagnostic,Parallel Assignment,Randomized,relatively_smallEnrol,5,adults,medianAD
Completed,Accept,shortLen,Phase 3,All,Prevention,Parallel Assignment,Randomized,median_Enrol,3,elderly-adults,highAD
Completed,Accept,relatively_shortLen,Not Applicable,All,Health Services Research,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-adults,noAD
Completed,Accept,shortLen,Phase 3,All,Prevention,Parallel Assignment,Randomized,smallEnrol,2,infants,noAD
Completed,Accept,shortLen,Phase 3,All,Prevention,Parallel Assignment,Non-Randomized,median_Enrol,5,infants,medianAD
Completed,No,relatively_shortLen,Not Applicable,All,Health Services Research,Factorial Assignment,Randomized,very_largeEnrol,4,elderly-adults,noAD
Completed,Accept,relatively_shortLen,Phase 4,All,Prevention,Parallel Assignment,Randomized,very_largeEnrol,2,adults-childTeen,highAD
Completed,Accept,shortLen,Early Phase 1,Female,Prevention,Parallel Assignment,Randomized,relatively_smallEnrol,1,elderly-adults,noAD
Completed,Accept,shortLen,Phase 1,All,Prevention,Parallel Assignment,Randomized,median_Enrol,3,adults,noAD
Completed,Accept,relatively_shortLen,Phase 2,All,Other,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,noAD
Completed,Accept,relatively_shortLen,Phase 1,All,Basic Science,Parallel Assignment,Non-Randomized,smallEnrol,1,adults,noAD
Completed,Accept,shortLen,Phase 1,All,Prevention,Parallel Assignment,Non-Randomized,smallEnrol,1,adults,noAD
Completed,Accept,relatively_shortLen,Phase 1,All,Prevention,Parallel Assignment,Randomized,smallEnrol,2,adults,noAD
Completed,Accept,relatively_shortLen,Phase 1,All,Treatment,Parallel Assignment,Randomized,smallEnrol,5,adults,noAD
Completed,Accept,medianLen,Phase 1|Phase 2,All,Prevention,Parallel Assignment,Randomized,relatively_smallEnrol,4,adults,medianAD
Terminated,Accept,shortLen,Not Applicable,All,Basic Science,Single Group Assignment,Non-Randomized,smallEnrol,1,elderly-adults,noAD
Completed,No,longLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,very_highAD
Completed,No,relatively_shortLen,Phase 1,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-childTeen,noAD
Terminated,Accept,relatively_shortLen,Phase 4,Male,Prevention,Parallel Assignment,Randomized,median_Enrol,2,adults,medianAD
Completed,Accept,medianLen,Phase 4,All,Prevention,Parallel Assignment,Randomized,very_largeEnrol,2,elderly,medianAD
Completed,Accept,relatively_shortLen,Phase 2|Phase 3,All,Prevention,Parallel Assignment,Randomized,smallEnrol,2,adults,noAD
Completed,No,relatively_shortLen,Phase 3,Male,Treatment,Parallel Assignment,Randomized,median_Enrol,1,childTeen,noAD
Completed,No,shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,3,allAges,noAD
Completed,Accept,shortLen,Phase 1,All,Treatment,Parallel Assignment,Non-Randomized,smallEnrol,6,elderly-adults,noAD
Completed,No,medianLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,5,elderly-adults,very_highAD
Completed,No,shortLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,noAD
Completed,No,shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,highAD
Completed,Accept,shortLen,Phase 3,All,Prevention,Parallel Assignment,Randomized,largeEnrol,1,infants,highAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,childTeen-infants,very_highAD
Completed,No,medianLen,Phase 2,All,Treatment,Crossover Assignment,Randomized,smallEnrol,2,allAges,very_highAD
Terminated,No,shortLen,Phase 4,All,Treatment,Parallel Assignment,Randomized,smallEnrol,1,childTeen-infants,noAD
Completed,No,shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,5,elderly-adults,medianAD
Completed,No,medianLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,5,elderly-adults,very_highAD
Completed,No,relatively_shortLen,Phase 2,All,Treatment,Single Group Assignment,Randomized,median_Enrol,7,elderly-adults,highAD
Completed,No,relatively_shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,4,elderly-adults,highAD
Completed,No,shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,smallEnrol,5,elderly-adults,highAD
Terminated,No,medianLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-adults,noAD
Completed,No,medianLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,3,elderly-adults,highAD
Completed,No,relatively_shortLen,Phase 2,All,Prevention,Parallel Assignment,Randomized,smallEnrol,2,adults,highAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,2,elderly-childTeen,highAD
Completed,No,shortLen,Phase 4,All,Diagnostic,Parallel Assignment,Randomized,very_largeEnrol,2,allAges,noAD
Completed,No,shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,smallEnrol,5,adults,highAD
Completed,No,shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,smallEnrol,1,adults,highAD
Completed,No,medianLen,Phase 4,All,Treatment,Parallel Assignment,Randomized,smallEnrol,1,elderly-childTeen,very_highAD
Terminated,Accept,relatively_shortLen,Not Applicable,Female,Prevention,Parallel Assignment,Non-Randomized,largeEnrol,1,adults-childTeen,medianAD
Completed,Accept,relatively_shortLen,Phase 1|Phase 2,All,Prevention,Parallel Assignment,Randomized,smallEnrol,4,adults,noAD
Completed,Accept,shortLen,Phase 3,All,Prevention,Parallel Assignment,Randomized,relatively_smallEnrol,2,adults-childTeen,noAD
Completed,Accept,relatively_shortLen,Phase 4,All,Prevention,Parallel Assignment,Randomized,median_Enrol,2,childTeen-infants,medianAD
Completed,Accept,medianLen,Phase 4,All,Prevention,Parallel Assignment,Non-Randomized,median_Enrol,3,adults-infants,noAD
Terminated,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,allAges,noAD
Terminated,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,3,allAges,medianAD
Completed,No,medianLen,Phase 2,All,Prevention,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-adults,very_highAD
Completed,Accept,relatively_shortLen,Not Applicable,All,Prevention,Parallel Assignment,Randomized,relatively_smallEnrol,1,elderly-adults,noAD
Completed,No,medianLen,Phase 2,All,Prevention,Parallel Assignment,Randomized,relatively_smallEnrol,3,allAges,medianAD
Completed,Accept,relatively_shortLen,Not Applicable,All,Diagnostic,Parallel Assignment,Randomized,largeEnrol,2,childTeen-infants,noAD
Completed,No,medianLen,Phase 2,All,Prevention,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-adults,very_highAD
Completed,Accept,shortLen,Phase 4,All,Prevention,Parallel Assignment,Randomized,relatively_smallEnrol,2,infants,medianAD
Completed,No,relatively_shortLen,Phase 1|Phase 2,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,elderly-childTeen,highAD
Completed,No,shortLen,Phase 2,All,Other,Single Group Assignment,SingleArmNA,relatively_smallEnrol,1,elderly-adults,medianAD
Completed,Accept,relatively_shortLen,Phase 2|Phase 3,All,Treatment,Parallel Assignment,Randomized,largeEnrol,2,infants,very_highAD
Terminated,No,medianLen,Phase 2|Phase 3,All,Prevention,Parallel Assignment,Randomized,very_largeEnrol,2,elderly-adults,highAD
Terminated,No,relatively_shortLen,Phase 4,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,noAD
Completed,Accept,relatively_shortLen,Phase 2,All,Prevention,Parallel Assignment,Non-Randomized,relatively_smallEnrol,3,adults-childTeen,noAD
Completed,Accept,relatively_shortLen,Phase 2,All,Prevention,Parallel Assignment,Non-Randomized,relatively_smallEnrol,2,infants,noAD
Completed,Accept,shortLen,Phase 2,All,Prevention,Parallel Assignment,Randomized,relatively_smallEnrol,2,infants,medianAD
Terminated,No,shortLen,Phase 4,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,highAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Non-Randomized,smallEnrol,1,elderly-adults,highAD
Completed,Accept,relatively_shortLen,Phase 4,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,noAD
Completed,No,medianLen,Phase 1|Phase 2,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,very_highAD
Completed,Accept,shortLen,Phase 1,All,Prevention,Parallel Assignment,Non-Randomized,smallEnrol,1,adults,noAD
Completed,No,shortLen,Phase 4,All,Prevention,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly,noAD
Completed,Accept,relatively_shortLen,Phase 1,All,Prevention,Parallel Assignment,Randomized,smallEnrol,2,adults,noAD
Completed,Accept,relatively_shortLen,Phase 1|Phase 2,All,Prevention,Parallel Assignment,Randomized,median_Enrol,4,adults-infants,highAD
Completed,Accept,relatively_shortLen,Phase 1,All,Prevention,Parallel Assignment,Randomized,smallEnrol,4,adults,highAD
Completed,Accept,relatively_shortLen,Phase 3,All,Prevention,Parallel Assignment,Randomized,largeEnrol,2,infants,highAD
Completed,Accept,relatively_shortLen,Phase 3,All,Prevention,Parallel Assignment,Randomized,largeEnrol,9,infants,highAD
Completed,Accept,shortLen,Phase 3,All,Prevention,Single Group Assignment,SingleArmNA,median_Enrol,1,infants,medianAD
Completed,Accept,shortLen,Phase 3,All,Prevention,Parallel Assignment,Non-Randomized,median_Enrol,2,childTeen-infants,noAD
Completed,Accept,shortLen,Phase 3,All,Prevention,Parallel Assignment,Non-Randomized,median_Enrol,1,infants,noAD
Completed,Accept,shortLen,Phase 4,All,Prevention,Parallel Assignment,Non-Randomized,smallEnrol,1,childTeen-infants,noAD
Completed,Accept,shortLen,Phase 3,All,Prevention,Parallel Assignment,Randomized,relatively_smallEnrol,1,infants,highAD
Completed,Accept,shortLen,Phase 2,All,Prevention,Parallel Assignment,Non-Randomized,median_Enrol,5,infants,highAD
Completed,Accept,shortLen,Phase 2,All,Prevention,Parallel Assignment,Randomized,median_Enrol,4,infants,highAD
Completed,Accept,relatively_shortLen,Phase 3,All,Prevention,Parallel Assignment,Randomized,median_Enrol,9,infants,highAD
Completed,Accept,relatively_shortLen,Phase 2,All,Prevention,Parallel Assignment,Non-Randomized,median_Enrol,3,infants,medianAD
Completed,Accept,relatively_shortLen,Phase 2,All,Prevention,Parallel Assignment,Randomized,median_Enrol,3,infants,highAD
Completed,Accept,shortLen,Phase 2,All,Prevention,Parallel Assignment,Randomized,median_Enrol,3,infants,highAD
Completed,Accept,relatively_shortLen,Phase 2,All,Prevention,Parallel Assignment,Randomized,median_Enrol,5,infants,highAD
Terminated,Accept,shortLen,Phase 2,All,Prevention,Parallel Assignment,Randomized,smallEnrol,3,infants,noAD
Completed,Accept,medianLen,Phase 4,All,Prevention,Parallel Assignment,Non-Randomized,relatively_smallEnrol,1,infants,highAD
Completed,Accept,shortLen,Phase 2,All,Prevention,Parallel Assignment,Non-Randomized,median_Enrol,1,infants,medianAD
Completed,Accept,shortLen,Phase 4,All,Prevention,Parallel Assignment,Randomized,relatively_smallEnrol,2,infants,noAD
Completed,Accept,relatively_shortLen,Phase 3,All,Prevention,Parallel Assignment,Randomized,median_Enrol,5,infants,medianAD
Completed,No,relatively_shortLen,Not Applicable,All,Treatment,Parallel Assignment,Randomized,smallEnrol,5,elderly-adults,highAD
Completed,Accept,relatively_shortLen,Not Applicable,All,Health Services Research,Parallel Assignment,Randomized,median_Enrol,1,elderly-adults,noAD
Completed,No,relatively_shortLen,Not Applicable,All,Prevention,Factorial Assignment,Randomized,relatively_smallEnrol,4,elderly-childTeen,noAD
Completed,No,medianLen,Phase 4,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,childTeen-infants,very_highAD
Completed,No,longLen,Phase 4,All,Treatment,Single Group Assignment,Randomized,median_Enrol,2,allAges,very_highAD
Terminated,No,shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,allAges,noAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,2,allAges,medianAD
Completed,No,shortLen,Phase 4,All,Treatment,Parallel Assignment,Non-Randomized,relatively_smallEnrol,1,childTeen-infants,noAD
Terminated,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,allAges,noAD
Completed,No,shortLen,Phase 4,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,allAges,noAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,3,allAges,noAD
Completed,No,relatively_shortLen,Phase 2|Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,2,allAges,noAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,largeEnrol,2,allAges,noAD
Terminated,No,shortLen,Phase 4,Male,Prevention,Parallel Assignment,Randomized,smallEnrol,1,elderly-adults,noAD
Completed,No,shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,2,allAges,medianAD
Completed,No,shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,2,allAges,medianAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,adults-infants,noAD
Completed,No,relatively_shortLen,Phase 4,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,infants,medianAD
Completed,Accept,relatively_shortLen,Phase 4,Female,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,adults,noAD
Terminated,No,shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,noAD
Completed,No,relatively_shortLen,Not Applicable,All,Prevention,Crossover Assignment,Randomized,very_largeEnrol,3,elderly-adults,noAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,2,allAges,noAD
Completed,Accept,shortLen,Phase 1,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,adults,noAD
Completed,No,relatively_shortLen,Not Applicable,All,Diagnostic,Parallel Assignment,Randomized,median_Enrol,2,allAges,highAD
Terminated,No,shortLen,Not Applicable,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,noAD
Completed,No,relatively_shortLen,Phase 3,All,Prevention,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,highAD
Completed,No,relatively_shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,4,elderly-adults,highAD
Completed,No,shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,noAD
Completed,No,shortLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,noAD
Completed,No,relatively_shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-adults,highAD
Completed,No,relatively_shortLen,Phase 1|Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,noAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,very_highAD
Completed,No,medianLen,Phase 4,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-adults,highAD
Completed,Accept,relatively_shortLen,Not Applicable,All,Treatment,Parallel Assignment,Randomized,smallEnrol,3,elderly-childTeen,noAD
Completed,No,relatively_shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,allAges,highAD
Terminated,No,relatively_shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-adults,highAD
Completed,No,medianLen,Phase 3,All,Treatment,Single Group Assignment,SingleArmNA,median_Enrol,1,elderly-adults,very_highAD
Completed,No,shortLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,noAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,2,elderly-adults,highAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,2,elderly-adults,highAD
Completed,No,relatively_shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-adults,highAD
Completed,No,medianLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,noAD
Completed,No,relatively_shortLen,Phase 4,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,childTeen-infants,medianAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-adults,highAD
Completed,No,relatively_shortLen,Phase 1,All,Prevention,Single Group Assignment,Non-Randomized,smallEnrol,1,elderly-adults,noAD
Completed,No,relatively_shortLen,Phase 4,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,highAD
Completed,No,relatively_shortLen,Phase 4,All,Treatment,Single Group Assignment,SingleArmNA,relatively_smallEnrol,1,elderly-adults,medianAD
Completed,Accept,relatively_shortLen,Phase 4,All,Prevention,Parallel Assignment,Randomized,relatively_smallEnrol,2,adults-infants,noAD
Completed,No,medianLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,3,elderly-childTeen,very_highAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,2,elderly-childTeen,very_highAD
Completed,No,medianLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,median_Enrol,5,elderly-adults,highAD
Completed,Accept,shortLen,Phase 2,All,Prevention,Single Group Assignment,Randomized,smallEnrol,3,elderly-adults,noAD
Completed,No,medianLen,Phase 2|Phase 3,All,Treatment,Single Group Assignment,Non-Randomized,smallEnrol,1,elderly-adults,very_highAD
Completed,No,shortLen,Phase 3,Female,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-adults,noAD
Completed,No,medianLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-childTeen,highAD
Completed,Accept,shortLen,Phase 4,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,noAD
Completed,No,shortLen,Phase 4,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,childTeen-infants,noAD
Completed,Accept,relatively_shortLen,Phase 4,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,noAD
Completed,Accept,relatively_shortLen,Phase 4,All,Other,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,noAD
Completed,Accept,shortLen,Not Applicable,All,Prevention,Parallel Assignment,Randomized,smallEnrol,1,elderly-adults,noAD
Completed,No,medianLen,Phase 2,All,Supportive Care,Single Group Assignment,Non-Randomized,smallEnrol,3,elderly-adults,very_highAD
Terminated,No,medianLen,Not Applicable,All,Treatment,Parallel Assignment,Randomized,smallEnrol,1,elderly-adults,very_highAD
Completed,No,relatively_shortLen,Phase 3,All,Prevention,Parallel Assignment,Randomized,median_Enrol,2,elderly-adults,very_highAD
Completed,No,relatively_shortLen,Phase 2,All,Prevention,Parallel Assignment,Randomized,relatively_smallEnrol,3,elderly-adults,highAD
Completed,No,shortLen,Phase 2,All,Treatment,Single Group Assignment,Non-Randomized,smallEnrol,1,childTeen-infants,very_highAD
Terminated,No,medianLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,elderly-childTeen,very_highAD
Completed,No,longLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,3,elderly-adults,very_highAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Non-Randomized,smallEnrol,2,elderly-adults,very_highAD
Completed,No,relatively_shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,noAD
Completed,Accept,shortLen,Not Applicable,All,Prevention,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,noAD
Completed,No,longLen,Phase 1|Phase 2,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-childTeen,very_highAD
Completed,No,relatively_shortLen,Phase 2,Female,Treatment,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,noAD
Completed,No,medianLen,Phase 4,All,Prevention,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-adults,medianAD
Completed,No,relatively_shortLen,Phase 2,Female,Treatment,Single Group Assignment,Randomized,relatively_smallEnrol,2,elderly-adults,highAD
Completed,No,medianLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,1,elderly-adults,very_highAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Single Group Assignment,Non-Randomized,relatively_smallEnrol,3,elderly-adults,very_highAD
Terminated,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,elderly-childTeen,very_highAD
Completed,No,relatively_shortLen,Phase 4,All,Treatment,Single Group Assignment,Non-Randomized,relatively_smallEnrol,3,elderly-adults,very_highAD
Completed,No,relatively_shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,5,elderly-adults,very_highAD
Completed,No,longLen,Phase 4,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-adults,very_highAD
Completed,No,longLen,Phase 3,All,Supportive Care,Parallel Assignment,Randomized,median_Enrol,3,adults-infants,very_highAD
Completed,No,shortLen,Phase 2,Female,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-adults,noAD
Completed,Accept,shortLen,Phase 4,All,Treatment,Single Group Assignment,Randomized,smallEnrol,1,adults,noAD
Completed,No,shortLen,Phase 3,Female,Treatment,Parallel Assignment,Randomized,median_Enrol,2,elderly-childTeen,medianAD
Completed,Accept,medianLen,Phase 2,All,Prevention,Single Group Assignment,SingleArmNA,relatively_smallEnrol,1,elderly-childTeen,highAD
Completed,Accept,relatively_shortLen,Not Applicable,Female,Treatment,Parallel Assignment,Randomized,median_Enrol,3,elderly-adults,noAD
Completed,No,medianLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,noAD
Completed,No,medianLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,1,allAges,noAD
Completed,No,longLen,Phase 3,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,2,childTeen-infants,very_highAD
Completed,No,relatively_shortLen,Phase 4,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,infants,highAD
Completed,Accept,relatively_shortLen,Phase 2,All,Prevention,Single Group Assignment,SingleArmNA,smallEnrol,1,adults,noAD
Completed,No,longLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,7,allAges,very_highAD
Completed,No,relatively_shortLen,Phase 1|Phase 2,Female,Prevention,Parallel Assignment,Randomized,relatively_smallEnrol,3,adults,noAD
