OverallStatus,BriefSummary,Condition,HealthyVolunteers,DurationDays,InterventionType,Phase,Gender,DesignPrimaryPurpose,DesignInterventionModel,LocationCountry,DesignAllocation,EnrollmentCount,ArmNumber,AgeGroups,AdverseEffectsorDeath
Completed,This randomized phase III trial studies chlorhexidine gluconate cleansing to see how well it works compared to control cleansing in preventing central line associated bloodstream infection and acquisition of multi-drug resistant organisms in younger patients with cancer or undergoing donor stem cell transplant. Chlorhexidine gluconate may help reduce bloodstream infections and bacterial infections associated with the central line.,Bacterial Infection|Benign Neoplasm|Malignant Neoplasm|Methicillin-Resistant Staphylococcus Aureus Infection|Myeloid Neoplasm|Recurrent Childhood Acute Lymphoblastic Leukemia|Recurrent Childhood Acute Myeloid Leukemia,No,2339.0,"Other,Procedure",Phase 3,All,Supportive Care,Parallel Assignment,"Puerto Rico,United States,Canada",Randomized,177.0,4,adults-infants,6.0
Terminated,"This is a Phase 1, open-label, single-dose study of the safety, tolerability, and pharmacokinetics of Minocin® (minocycline) for injection in subjects with renal insufficiency.","Renal Insufficiency, Acute|Renal Insufficiency, Chronic|Healthy Subjects",Accept,371.0,Drug,Phase 1,All,Treatment,Single Group Assignment,Germany,SingleArmNA,9.0,1,elderly-adults,0.0
Completed,"This is a multi-center, open-label study to assess the efficacy and safety of Flebogamma 5% DIF in the pediatric population.",Primary Immune Deficiency Disease,No,1095.0,Biological,Phase 4,All,Treatment,Single Group Assignment,United States,SingleArmNA,24.0,1,childTeen-infants,1.0
Terminated,"A phase I, first-time-in-human (FTIH), randomized, double-blind, placebo controlled, dose-escalation study is conducted to determine the safety, tolerability, and pharmacokinetic (PK) profile of GSK3342830 after administration of single intravenous (IV) infusion in Part 1 and repeat IV infusion in Part 2 in healthy subjects. Part 1 will investigate escalating single IV doses of GSK3342830. Part 2, will investigate escalating repeat IV doses of GSK3342830 with repeat dosing for 15 days as follows: a single IV infusion on Day 1, TID (three times a day) IV infusions on Days 2 through 14 (approximately every 8 hours), and a single IV infusion on Day 15. The planned starting GSK3342830 dose in Part 1 is 250 milligram (mg) administered as a single IV infusion. The dose is planned to increase in subsequent cohorts to 500, 1000, 2000, 4000, and less than or equal to (≤) 6000 mg. Part 1 will be divided into 6 cohorts (A-F) and each cohort will enroll 10 subjects (6 in active and 2 in placebo). Dose escalation will be conducted only if it is supported by the preliminary safety, tolerability, and PK results from the preceding dose levels in the study. The repeat dose escalation component (Part 2) of this study will be planned to be initiated after completion and evaluation of the all single dose cohorts up to and including 4000 mg.","Infections, Bacterial",Accept,234.0,Drug,Phase 1,All,Treatment,Parallel Assignment,Australia,Randomized,62.0,2,adults,0.0
Completed,"The timely use of antibiotics can reduce morbidity and mortality associated with bacterial infections, particularly in the intensive care unit setting (ICU). Long courses of antibiotics, however, are associated with the emergence of multi-drug resistant organisms and antibiotic-associated adverse events, such as C. difficile infections. Thus, antibiotic de-escalation is an important goal of antimicrobial stewardship programs.||Procalcitonin (PCT) has been investigated as a biomarker for critically ill adult patients with bacterial infection, particularly pneumonia and sepsis. The proposed project will evaluate whether a PCT testing and treatment algorithm, implemented through daily antimicrobial stewardship audit and feedback, can promote early and safe antibiotic de-escalation in the pediatric ICU.",Sepsis|Procalcitonin|Antimicrobial Stewardship,No,453.0,Other,Not Applicable,All,Treatment,Parallel Assignment,United States,Randomized,271.0,2,childTeen-infants,7.0
Completed,"The purpose of this study is to evaluate the safety of Q Fever vaccine, NDBR 105, and collect data on incidence of occupational Q Fever infection in at risk personnel.",Q Fever,Accept,3042.0,Biological,Phase 2,All,Prevention,Single Group Assignment,United States,SingleArmNA,10.0,1,elderly-childTeen,1.0
Completed,The purpose of this study was to look at the safety and effectiveness of a once-daily dose of tigecycline compared to ertapenem for the treatment of diabetic foot infections. The co-primary efficacy endpoints were not met.,Bacterial Infections|Diabetic Foot|Osteomyelitis,No,790.0,Drug,Phase 3,All,Treatment,Parallel Assignment,"Peru,India,Korea, Republic of,Mexico,France,Russian Federation,Italy,Spain,Canada,Croatia,Hungary,Austria,Panama,Chile,Slovakia,Sweden,Poland,Colombia,Belgium,Lithuania,Finland,Ukraine,Latvia,Greece,Romania,United Kingdom,United States,Switzerland,Argentina,Brazil,Germany,Estonia,Taiwan,Australia,Denmark,China,South Africa,Turkey,Portugal",Randomized,1061.0,2,elderly-adults,141.0
Completed,"This study will examine the effectiveness and safety of a combination treatment for cryptococcal meningitis, a fungal infection common in persons with acquired immune deficiency syndrome (AIDS) in the developing world. The standard initial treatment includes two medications: amphotericin B for 2 weeks followed by 8 weeks of fluconazole. This study will look at whether study participants recover more quickly and have fewer side effects if they are given both drugs at the same time for 2 weeks followed by 8 weeks of fluconazole as compared to the standard treatment. Participants will be followed for approximately 6 months from the time they are enrolled into the study.",Cryptococcal Meningitis,No,1066.0,Drug,Phase 2,All,Treatment,Parallel Assignment,"United States,Thailand",Randomized,143.0,2,elderly-childTeen,65.0
Completed,To evaluate the clinical and microbial efficacy of ISV-403 administered three times a day (TID) for 5 days compared to vehicle three times a day for 5 days in the treatment of bacterial conjunctivitis,Bacterial Conjunctivitis,No,182.0,Drug,Phase 2,All,Treatment,Parallel Assignment,United States,Randomized,270.0,2,allAges,2.0
Completed,This study is designed to determine the safety and immunogenicity of a Live Francisella tularensis Vaccine,Tularemia,Accept,3287.0,Biological,Phase 2,All,Prevention,Single Group Assignment,United States,SingleArmNA,484.0,1,elderly-childTeen,21.0
Completed,"Approximately 60 subjects will be enrolled in order to have approximately 20 adult subjects and 20 pediatric subjects treated with subcutaneously administered Immune Globulin Subcutaneous (Human), 20% Caprylate/Chromatography Purified (IGSC 20%) who complete the entire study. This study will include 3 study stages: Screening/Previous Regimen Phase, IGSC 20% Treatment Stage 1 (13 IGSC 20% weekly doses), and IGSC 20% Treatment Stage 2 (39 IGSC 20% weekly doses). A total of 52 doses of IGSC 20% will be administered with a final follow-up visit 1 week after the last dose at Week 53. Subjects/caregivers will be trained on self-administration of IGSC 20% by the clinical site personnel.",Primary Immunodeficiency,No,1078.0,Biological,Phase 3,All,Treatment,Single Group Assignment,"Czechia,Germany,Sweden,France,Poland,Australia,United Kingdom,Spain,Hungary",SingleArmNA,61.0,1,allAges,7.0
Completed,This is a study to investigate a novel drug candidate for the treatment of bacterial conjunctivitis.,Acute Bacterial Conjunctivitis,No,395.0,Drug,Phase 3,All,Treatment,Parallel Assignment,United States,Randomized,1161.0,2,allAges,2.0
Completed,"The original purpose of the study is to assess the long-term safety, tolerability, and practicability of the subcutaneous (SC) treatment with Immune Globulin Subcutaneous Solution (IGSC), 10% facilitated with recombinant human hyaluronidase (rHuPH20) in participants with Primary Immunodeficiency Diseases (PID) who have completed Baxter Clinical Study Protocol No. 160603.||Following a discussion with the FDA, all participants still active in the study stopped treatment with rHuPH20 to assure safety of the participants participating in the study and went into a safety follow-up.||During this safety follow-up period, participants underwent either intravenous (IV) or SC treatment with IGSC, 10%. The IV or SC administration route was at the discretion of the participant and the investigator.",Primary Immunodeficiency Diseases (PID),No,1105.0,Biological,Phase 3,All,Treatment,Single Group Assignment,United States,Non-Randomized,66.0,3,allAges,12.0
Completed,"For most individuals, the lung has a remarkable ability to deal with exposure to a variety of inhaled bacteria. Some individuals, however, do have recurrent bacterial infections, usually in the form of acute or chronic bronchitis and, in some instances, pneumonia. The reasons for this variability in bacterial infections between otherwise healthy subjects, between types of lung disease, and within the same type of lung disease are poorly understood.||Variability in susceptibility to bacterial infections is partially explained by differences in exposure to infectious agents, genetic susceptibility and innate (or early) immune responses. It is of interest that the incidence and severity of bacterial infections is greatest during the winter months. Other than viral infections, there are few variables that change with season. Vitamin D is one known immune modulator with a seasonal periodicity. The hypothesis of this study is that levels of vitamin D are an important determinant of the innate defense of the lung against inhaled bacteria. The investigators further postulate that vitamin D has effects on the innate immune function of both alveolar macrophages and lung epithelial cells.",Respiratory Infection,Accept,1218.0,Dietary Supplement,Phase 1|Phase 2,All,Basic Science,Single Group Assignment,United States,Randomized,98.0,2,adults,0.0
Completed,"This research study is about vaginal infections such as bacterial vaginosis, yeast infections, and trichomoniasis. Usually, these infections can be treated with medication, but sometimes they come back after treatment. Researchers want to know if using vaginal suppositories can decrease the risk of vaginal infections. Participants will include 234 women who are sexually active (greater than or equal to 4 episodes of sex with men during the past month), HIV-negative, 18 to 45 years old, with bacterial infection [vaginosis and/or vulvovaginal candidiasis (VVC) and/or Trichomonas vaginalis] detected by laboratory testing at a screening visit. Women will receive vaginal suppositories containing drug or inactive ingredients (placebo). Participation in the study will be about 12 months. Study procedures include: urine and blood tests, physical exams, and questionnaires.",Bacterial Vaginosis|Candidiasis|Trichomoniasis,No,853.0,Drug,Phase 2,Female,Prevention,Parallel Assignment,"Kenya,United States",Randomized,234.0,2,adults,4.0
