"APIVrs: 1.01.03"
"DataVrs: 2021:10:13 22:57:14.023"
"Expression: bacterial infection"
"NStudiesAvail: 392193"
"NStudiesFound: 7653"
"MinRank: 2001"
"MaxRank: 3000"
"NStudiesReturned: 1000"
"Field Names: OverallStatus,BriefSummary,Condition,HealthyVolunteers,StudyType,StartDate,CompletionDate,InterventionName,InterventionType,Phase,Gender,MaximumAge,MinimumAge,DesignPrimaryPurpose,DesignInterventionModel,LocationCountry,DesignAllocation,EnrollmentCount,EventGroupDeathsNumAffected,EventGroupSeriousNumAffected"

"Rank","OverallStatus","BriefSummary","Condition","HealthyVolunteers","StudyType","StartDate","CompletionDate","InterventionName","InterventionType","Phase","Gender","MaximumAge","MinimumAge","DesignPrimaryPurpose","DesignInterventionModel","LocationCountry","DesignAllocation","EnrollmentCount","EventGroupDeathsNumAffected","EventGroupSeriousNumAffected"
2038,"Completed","Randomized controlled trial (RCT) of isoniazid (INH) vs. no INH to prevent Mycobacterium tuberculosis infection in HIV-exposed uninfected (HEU) infants.","Tuberculosis","Accepts Healthy Volunteers","Interventional","August 2016","December 2020","Isoniazid","Drug","Phase 2","All","10 Weeks","6 Weeks","Prevention","Parallel Assignment","Kenya","Randomized","300","0|1","21|16"
2039,"Completed","The purpose of this study is to assess the long-term efficacy, tolerability, and safety of IgPro20 in subjects with primary immunodeficiency (PID) as an extension to the preceding follow-up study ZLB07_001CR (NCT01458171).","Primary Immune Deficiency","No","Interventional","October 2011","July 2014","Immune globulin subcutaneous (Human)","Biological","Phase 3","All","75 Years",,"Treatment","Single Group Assignment","Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan","N/A","22",,
2040,"Recruiting","The purpose of this study is to evaluate the feasibility and outcomes of a research pre- and peri-transplant optimization program (R-PPOP) to improve multiple domains of health including physical function, cognitive function, mental health, and diet and nutrition for patients planning to undergo or undergoing hematopoietic stem cell transplantation (HCT).","Hematologic Malignancy","No","Interventional","June 27, 2019","June 2023","Interval training|Psychiatric consult|Nutrition/diet evaluation|Referral to Social Worker","Behavioral|Behavioral|Behavioral|Behavioral","Not Applicable","All","80 Years","18 Years","Treatment","Single Group Assignment","United States","Non-Randomized","70",,
2041,"Completed","The purpose of this study is to determine the risks and benefits of antibiotic treatment for Clostridium difficile infection (CDI) among patients whose stool samples are nucleic acid amplification test (NAAT) positive and enzyme immunoassay (EIA) negative for C. difficile.||Currently, healthcare facilities use a wide variety of tests and strategies for identifying patients with CDI; both EIA and NAAT are widely used. There is no clear gold standard for identifying CDI. At WUSM and BJH, patients are only treated for CDI if they have a positive EIA. However, at many other healthcare facilities, the standard of care is to treat for CDI if the patient is NAAT positive. Some patients who are NAAT-positive may not have true CDI; while this treatment is standard of care at many facilities, the risk and benefits of treating these patients for CDI is unknown.||We propose to perform a double blinded, randomized controlled non-inferiority trial of antimicrobial of patients who are EIA negative, NAAT positive to determine the risks and benefits of CDI treatment in this population.","Clostridium Difficile Infection|Diarrhea","No","Interventional","December 29, 2017","January 31, 2021","Oral Vancomycin|Placebo|Toxin enzyme immunoassay|Nuceleic acid amplification test","Drug|Drug|Device|Device","Phase 4","All",,"18 Years","Other","Parallel Assignment","United States","Randomized","15","0|0","2|0"
2042,"Completed","The purpose of this study is to assess efficacy of 14-day antimicrobial susceptibility test guided quadruple therapy for the rescue treatment of Helicobacter pylori infection, then comparing it with 14-day empirical therapy according to personal medication history.","Helicobacter Pylori Infection","No","Interventional","January 1, 2019","December 31, 2019","two sensitive antibiotics(amoxicillin, clarithromycin, metronidazole, tinidazole, levofloxacin, furazolidone and tetracycline)|one proton pump inhibitor, colloidal bismuth pectin|two antibiotics based on personal medication history(amoxicillin,levofloxacin, furazolidone)","Drug|Drug|Drug","Phase 4","All","70 Years","18 Years","Treatment","Parallel Assignment","China","Randomized","420",,
2043,"Recruiting","This is a research study to compare the well-being (caregiver strain index) of caregivers of patients receiving home vs standard care after autologous hematopoietic stem cell transplant.","Well-being of Caregivers (Caregiver Strain Index)","No","Interventional","September 28, 2018","August 2026","home care","Other","Not Applicable","All","80 Years","18 Years","Supportive Care","Parallel Assignment","United States","Randomized","150",,
2044,"Completed","This study is designed to 1) describe the safety, tolerability, and immunogenicity of V114 and Prevnar 13™ in pneumococcal vaccine-naïve adults infected with HIV and to 2) describe the safety, tolerability, and immunogenicity of PNEUMOVAX™23 when administered 8 weeks after receipt of either V114 or Prevnar 13™.","Pneumococcal Infections","No","Interventional","July 6, 2018","January 17, 2020","V114|Prevnar 13™|PNEUMOVAX™23","Biological|Biological|Biological","Phase 3","All",,"18 Years","Prevention","Parallel Assignment","United States|United States|United States|United States|France|France|France|Peru|Peru|South Africa|South Africa|Thailand|Thailand","Randomized","302","0|0|0|0","3|0|2|6"
2045,"Completed","The primary objective of this study is to identify any changes on the safety profile of adverse events and serious adverse events. And the secondary objective is to evaluate clinical response in the clinically evaluable population at test-of cure (TOC) or at the end of treatment (EOT) assessment, and microbiologic response at the subject level, if available.","Complicated Skin and Skin Structure Infections|Complicated Intra-abdominal Infections|Community-Acquired Bacterial Pneumonia","No","Observational","May 2010","April 2015","tigecycline","Drug",,,,,,,"Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of|Korea, Republic of",,"3172",,"419"
2046,"Completed","The purpose of this clinical trial is to evaluate 2 different antibiotics, drugs that fight bacteria, [clindamycin (CLINDA) and trimethoprim-sulfamethoxazole (TMP-SMX)] and wound care for the outpatient management of uncomplicated skin and soft tissue infections (uSSTIs) in children and adults. The study will occur in areas where community associated methicillin-resistant Staphylococcus (S.) aureus are common. S. aureus is a type of bacteria. A total of 1310 volunteers, greater than or equal to 6 months of age and adults 85 years or younger, non-immunocompromised, with uSSTIs (in particular abscess and/or cellulitis) will be enrolled in this study. Subjects will be treated with one of the following: CLINDA, TMP-SMX, or placebo (contains no medication). Volunteers will be grouped based on the presence of cellulitis or abscess, whether the abscess can be surgically drained, and its size. The subject participation duration for this study is about 6 weeks.","Staphylococcal Infection","No","Interventional","April 2009","February 2015","Trimethoprim-sulfamethoxazole|Placebo|Clindamycin","Drug|Other|Drug","Phase 2","All","85 Years","6 Months","Treatment","Parallel Assignment","United States|United States|United States|United States|United States|United States","Randomized","1310",,"4|5|0|6|2"
2047,"Active, not recruiting","The REspiratory Syncytial virus Consortium in EUrope (RESCEU) is an Innovative Medicine Initiative (IMI) effort funded by the EU under the H2020 framework to define and understand the burden of disease caused by human respiratory syncytial virus (RSV) infection. RSV causes severe disease in individuals at the extremes of the age spectrum and in high risk groups. It was estimated that RSV was associated with 34 million cases of acute respiratory tract infection (ARTI), 3.4 million ARTI hospitalizations and 55,000 to 199,000 deaths in children <5 years in 2005 worldwide. These estimates were based on limited data and there is a substantial gap in knowledge on morbidity and associated healthcare and social costs in Europe. New vaccines and therapeutics against RSV are in development and will soon be available on the European market. RESCEU will deliver knowledge of the incidence and burden of disease RSV in young children and older adults in Europe, which is essential for stakeholders (governments, etc) to take decisions about prophylaxis and treatment.||Objective:||To determine the burden of disease due to RSV in young children.||Study design:||Prospective epidemiological, observational, multi-country, multicenter cohort study.||Study population:||Birth cohort of healthy infants (follow-up from birth until the age of 3 years maximum):||Passive birth cohort (n=9,000).|Active birth cohort (n=1,000).||Main study parameters/endpoints:||The primary endpoint of the study is the incidence of RSV infection-associated ARTI, RSV associated medically attended (MA) ARTI (active birth cohort) and RSV related hospitalization (passive birth cohort) in infants (< 1 year) during 3 RSV seasons. In addition, a major secondary endpoint is RSV attributable burden of wheezing.","RSV Infection|Respiratory Syncytial Virus Infections|RSV Bronchiolitis","Accepts Healthy Volunteers","Observational","July 21, 2017","December 31, 2021","No intervention","Other",,"All","2 Weeks",,,,"Finland|Netherlands|Spain|United Kingdom|United Kingdom",,"10000",,
2048,"Completed","This is a 2-part study, with Part A being the randomized, controlled portion of the study in patients with ABC hospital-acquired bacterial pneumonia (HABP), ventilator-associated bacterial pneumonia (VABP), or bacteremia. Part B is the single-group portion of the study and includes ABC infections that are resistant to or have failed colistin or polymyxin B treatment, as detailed in the inclusion criteria.","Acinetobacter Baumannii-calcoaceticus Complex|Hospital-acquired Bacterial Pneumonia|Ventilator-associated Bacterial Pneumonia|Bacteremia|Colistin Resistant ABC","No","Interventional","September 5, 2019","July 22, 2021","ETX2514/Sulbactam + Imipenem/Cilastin|Colistin + Imipenem/Cilastin|ETX2514/Sulbactam + Imipenem/Cilastin","Drug|Drug|Drug","Phase 3","All",,"18 Years","Treatment","Parallel Assignment","United States|United States|United States|United States|United States|Belarus|Belarus|Belarus|Belarus|Brazil|Brazil|Brazil|Brazil|Brazil|China|China|China|China|China|China|China|China|China|China|China|China|China|China|China|China|China|China|Greece|Greece|Greece|Greece|Greece|Greece|Hungary|Hungary|Hungary|India|India|India|India|India|India|India|Israel|Israel|Israel|Israel|Korea, Republic of|Korea, Republic of|Korea, Republic of|Lithuania|Lithuania|Lithuania|Mexico|Mexico|Mexico|Mexico|Mexico|Peru|Peru|Peru|Peru|Peru|Puerto Rico|Russian Federation|Russian Federation|Russian Federation|Russian Federation|Russian Federation|Russian Federation|Russian Federation|Russian Federation|Russian Federation|Taiwan|Taiwan|Taiwan|Taiwan|Thailand|Thailand|Thailand|Thailand|Turkey|Turkey|Turkey|Turkey|Turkey|Turkey","Randomized","207",,
